card_id,card_number,card_type,credit_limit,issue_date,customer_age,customer_income,risk_score,is_compromised
card_000000,6374692674377254,Discover,640774.5724611057,2023-02-11,53.13840065378947,22991.868005097534,0.16171038795459555,False
card_000001,9263824264861381,Visa,611717.8473033281,2024-03-08,33.76385214834967,19482.938139262475,0.19919712838309558,False
card_000002,0317315593519193,MasterCard,489249.3293841224,2024-10-21,21.25058679694669,236238.47646117385,0.4522054659425074,False
card_000003,0868707720722049,Visa,1162311.6910947433,2025-08-14,31.55497225306047,33203.472526093865,0.4687282302549032,False
card_000004,5202420496689926,Visa,1987345.938910081,2024-05-27,53.71034312595039,23681.912191339685,0.06402935291670875,False
card_000005,8453968600883826,Visa,630514.6465645107,2023-12-15,74.17673421730179,32123.10505962996,0.11755948587434437,False
card_000006,7830093612040700,Discover,649713.7591716407,2024-09-04,43.73752372228234,22930.716758456758,0.09462507968599743,False
card_000007,5743155085233292,Amex,1180131.8203121808,2023-05-14,51.42019261484141,5035.363050652386,0.18371138904283923,False
card_000008,9269830104468822,MasterCard,1103492.390361673,2024-02-15,63.25606195470165,71911.9856853919,0.4979489368669707,False
card_000009,2830304377620025,Visa,468925.87291656976,2023-09-05,49.73836360728474,38079.25890709416,0.29279205342481396,False
card_000010,0042320045284704,MasterCard,504039.87621536874,2025-05-19,36.04654002655871,12417.688184435881,0.03309708784498681,False
card_000011,9190708569692187,Amex,472158.37614590983,2023-04-05,66.56034492500291,36528.391926463315,0.2734594326999447,False
card_000012,6116528959950395,Visa,299359.745907671,2025-01-03,51.39038800251003,20491.327617956158,0.14192376312999117,False
card_000013,3192072969494684,Visa,2036772.6222579204,2023-12-30,37.87582033258566,21532.88572110687,0.3676947471555225,False
card_000014,6456292458403499,Visa,424089.14033141243,2024-10-02,43.4232224288038,134044.75867792516,0.05406913032830847,False
card_000015,9074376103712002,Amex,641996.2877668913,2022-10-23,49.21487801602549,22067.040278058998,0.18120470276339104,False
card_000016,1286394173848394,MasterCard,331483.8534970294,2025-06-20,26.691448435772184,56256.55828119249,0.09965606057335101,False
card_000017,8003852038286329,MasterCard,650444.4960592974,2023-04-23,48.02861162704193,19076.464935885724,0.04665020695257402,False
card_000018,6499694261899056,Visa,629353.9204677991,2023-07-22,24.648217733721566,24913.6059149423,0.14907713335354822,False
card_000019,8335256992621937,Visa,638246.161318638,2022-12-04,28.436673171793004,66786.5821304706,0.2825758381191364,False
card_000020,4594544322381800,MasterCard,1253349.974765727,2023-01-27,47.75013008607527,33231.53161090561,0.37007059283995547,False
card_000021,9148350804325124,MasterCard,600473.5442125133,2024-07-01,26.524038487352616,42263.02782440583,0.3930605637123971,False
card_000022,4985001820465044,Discover,1729403.047113087,2023-11-17,49.68687721646921,21689.41984460903,0.40649056529652444,False
card_000023,3007176991552105,Discover,548877.2303581685,2023-01-08,41.2655377728139,79004.2368294398,0.17927900403036082,False
card_000024,5151112138507692,MasterCard,735153.834584415,2023-08-01,66.29509466315616,28995.383735376123,0.022243950753470815,False
card_000025,2866573737822192,Visa,621593.348148721,2024-04-08,33.10690751606484,11530.245491889022,0.08987792003966695,False
card_000026,8857093070237596,MasterCard,824722.2665016607,2024-09-24,51.00328455610557,19387.629459776465,0.19661882893854313,False
card_000027,5228649680659803,Visa,1585990.347419305,2025-06-05,25.38514397724364,126785.35950049038,0.16581514475464723,False
card_000028,4539175480454556,Visa,2187431.077090004,2023-06-04,47.609494937543545,75079.10408272516,0.1555618443060561,False
card_000029,1792459532303009,MasterCard,815572.7898216767,2023-06-02,31.86451887499136,21558.622117165494,0.22030692046329148,False
card_000030,0875620414781220,MasterCard,1185050.2459591937,2023-03-21,52.97875338328269,63391.23624660973,0.2111934778773545,False
card_000031,9389817767250608,Visa,1142336.2680722878,2023-06-26,9.906104962276707,43848.318327151435,0.2610386837937063,False
card_000032,3036358046035194,Amex,1076944.6081743771,2023-05-13,46.30552842220009,17019.702049108273,0.21774757825958319,False
card_000033,7431223394397557,Visa,1217140.0871920506,2025-02-18,22.482533274853697,41958.01160190984,0.49891377341597815,False
card_000034,7479098527856044,Visa,1164792.477178495,2024-07-31,45.835873684330416,87147.13837464443,0.022832257917416186,False
card_000035,3849823895161102,Visa,445982.49108079314,2025-03-31,49.157723690381204,20442.212192625953,0.28420381849331683,False
card_000036,8035570606272072,Visa,385701.6415555126,2024-02-12,48.522211301933496,155502.2820985869,0.019642026003097536,False
card_000037,3076629921066167,Visa,569739.8512193272,2024-07-08,34.07527275078171,284104.636523909,0.14908405707959294,False
card_000038,7127733454616960,Visa,883325.8175333366,2025-04-30,65.5105538208299,78167.01706686454,0.16608219658453224,False
card_000039,2663445814239570,Amex,1317282.5931238302,2025-05-19,44.5356262404514,34494.86841325735,0.04302981480424197,False
card_000040,8553991645149385,Visa,1374681.5368124861,2022-12-31,37.96278419707598,55356.5312407741,0.2695457609071459,False
card_000041,0949150243294730,MasterCard,1062007.0533026722,2025-07-31,46.994042778340365,53887.5270326346,0.16826580633375188,False
card_000042,1891488700879862,Amex,379109.4370501853,2025-06-08,28.683285971073573,76388.39042927139,0.02331590126702201,False
card_000043,0986072740645578,Amex,1595332.5570321498,2024-05-23,60.429639454545985,51210.2289527133,0.16093644510953184,False
card_000044,4682716136219607,Visa,866393.1021337582,2025-03-20,60.283304928337216,34888.225026134605,0.005837482741663314,False
card_000045,7035810916291612,Visa,2969851.4942873195,2024-09-12,35.2444358389496,25427.790851061513,0.4409881434945192,False
card_000046,7131480480873944,Visa,1205010.8836951584,2023-10-15,57.473141365639236,42876.97084244243,0.19848894190834807,False
card_000047,2918980927544560,MasterCard,1111135.8437563288,2024-08-01,81.80763261218564,68646.48470761497,0.35413675281917717,False
card_000048,8834187282819878,MasterCard,1111961.4599412617,2023-02-12,30.515736001842725,18347.869958702853,0.22201901405614574,False
card_000049,4017292771705727,Visa,709312.4644378154,2023-08-05,40.970459124190455,54281.204584314255,0.1997543450390809,False
card_000050,9826994613161080,Visa,1120768.4563998454,2023-05-12,54.68226271711613,204966.89937999117,0.13556925361881958,False
card_000051,1453331305095059,Visa,604342.3625387627,2023-08-23,73.66206882688178,48712.0549540862,0.07714599223084308,False
card_000052,9113028663135207,Visa,784102.5194997168,2025-09-03,17.298413482928975,23078.678693280002,0.4056262871464808,False
card_000053,0871780471362479,MasterCard,774755.1623271244,2025-03-02,66.6017582317421,134657.55426519056,0.5120587312407615,False
card_000054,5544177074115805,Amex,949207.9913189072,2023-08-07,30.495357853061805,34955.49343316794,0.2538288219498025,False
card_000055,9710100803956156,Visa,1283141.108563527,2025-06-10,53.28786127887577,111244.34299681778,0.1860715862540058,False
card_000056,1363359592891568,Amex,969109.6577220662,2025-05-25,39.698598843960056,7177.240783598991,0.2234106463581147,False
card_000057,1512547829225060,Amex,1291880.8376529762,2024-08-16,58.09737822928723,109925.01047579873,0.1253318745854028,False
card_000058,8394131135692295,Visa,964024.0335103616,2024-04-12,65.65205239318394,67616.87605142136,0.2745572865856518,False
card_000059,1644585768316508,Discover,1213254.223483679,2024-06-21,26.313509113504516,10459.65840278469,0.14523692814726746,False
card_000060,8043708538444007,Amex,426630.7115592596,2025-04-21,47.60862062484757,86816.27364704074,0.12224490597649149,False
card_000061,4390625444002934,Visa,374346.8073793818,2024-07-24,52.55143623902816,193049.08535678807,0.21814296540632616,False
card_000062,1406754510669911,MasterCard,1118282.14394056,2024-11-25,38.26618758585306,38330.40899575485,0.17729175990523013,False
card_000063,4489115808884831,Visa,1468725.286397386,2024-08-23,26.585882772945112,28622.522798232156,0.3413232815304769,False
card_000064,0964280002592791,Visa,484480.7701457095,2022-12-02,54.33595305784932,38052.46626755103,0.26949167646172945,False
card_000065,6514664832345213,Visa,494288.4993138139,2023-09-04,28.446160241763437,259009.74349607682,0.35909966871272175,False
card_000066,9869667099733356,Amex,1766498.931711649,2024-03-14,46.83446254548426,56085.82709999443,0.18196801751542313,False
card_000067,9798977094317236,MasterCard,913381.4920619632,2023-01-05,33.26973544638589,14563.86537199277,0.15480841928103475,False
card_000068,5426988812641295,Visa,1399752.0037532419,2024-06-22,49.540280234939786,23686.99210813105,0.033820627305471335,False
card_000069,0328705863014475,MasterCard,468611.08480975206,2025-07-28,55.994627688922215,96967.89215499317,0.15942433389547356,False
card_000070,7593486986073262,Visa,1486179.1209273722,2025-04-28,47.12575370459857,30053.539481007654,0.12392948607893009,False
card_000071,3130611841880236,Amex,1337260.880006799,2024-11-17,51.735164451284035,23756.082968300907,0.25811319763613255,False
card_000072,0951279526384211,Visa,846467.9965029506,2025-01-01,53.200374086569695,30329.702083138152,0.20298589732017516,False
card_000073,5322858417413833,Visa,1219624.1989237112,2024-07-04,26.854578857383387,58685.2081832201,0.28138894380489987,False
card_000074,2198117862824826,MasterCard,816688.9203468866,2023-08-01,34.06902477938395,20207.257403144125,0.07938527276462581,False
card_000075,4326564546145549,MasterCard,1002326.8612115489,2023-04-07,30.088406504367107,35427.683110216254,0.013292632740165611,False
card_000076,9313172835949080,MasterCard,734002.5950198851,2025-01-25,39.30363990029637,203994.14483238253,0.10578684152455141,False
card_000077,6724064778602727,Visa,1208535.4501930508,2025-04-29,32.96260900182529,102646.78068273042,0.13242919299075384,False
card_000078,2944579507788112,Visa,1574214.9427270014,2025-04-08,53.343450141009896,35534.99459923988,0.3068220371601164,False
card_000079,1541907168879815,Visa,673280.3134064988,2023-11-08,26.813140817261587,90074.10623289771,0.11895664762569812,False
card_000080,4776655851143126,Amex,945611.1266131079,2023-10-29,70.53322416952857,18268.416649103885,0.19766109641904916,False
card_000081,4799704203729189,MasterCard,528087.3059865716,2024-11-26,27.061754069472236,51827.808849743524,0.37998609333284644,False
card_000082,9950814832657249,Visa,1921568.065765551,2024-04-06,39.005457215780964,25172.072132538175,0.15941624006001356,False
card_000083,6327496337711220,MasterCard,449000.4435846189,2025-02-25,42.447230662126074,25271.121006004432,0.20479632017720228,False
card_000084,3606013085005335,Discover,1239498.202960708,2024-01-31,58.135737936014706,13323.989956224968,0.21116376480401333,False
card_000085,4292924430494359,Visa,334686.81843719876,2023-09-12,40.88657464418203,16326.580985227956,0.13609731079787193,False
card_000086,9562679598583731,Amex,852554.4267806448,2022-09-26,28.034604127620856,44252.26795066461,0.3028008091990122,False
card_000087,9414269470228488,Visa,621967.9526448534,2024-01-04,33.981126348029264,18992.473543677104,0.14639758851564572,False
card_000088,1986500155109441,MasterCard,732885.2695387816,2024-07-16,42.874564859285655,59594.78855060166,0.32866589518286227,False
card_000089,2064393357745387,Discover,833739.8933117795,2022-11-09,72.42890419597497,182621.84789101096,0.185627622127755,False
card_000090,2563681242797783,Visa,1369556.160557071,2025-01-29,24.29184982128886,13693.934970958397,0.23248932227489405,False
card_000091,2175006744355286,Discover,1356136.755829252,2024-02-27,29.134265278949186,35143.243622862065,0.40052681652778377,False
card_000092,2038319428351528,Visa,971836.7885524944,2023-02-24,25.08095229347322,86382.71506370493,0.3118399945668563,False
